Project_name,Country,Site,Latitude,Longitude,Exposure,Reef_slope,Reef_type,Reef_zone,Year,Month,Day,Start time,Tide,Visibility,Current,Depth,Relative_depth,Management_name,Management_secondary_name,Management year established,Management size,Governance,Estimated compliance,Management_rules,Transect_number,Transect_label,Transect_length_surveyed,Observers,Benthic_category,Benthic_attribute,Growth_form,LIT_CM,Total transect cm,Site notes,Management notes,Sample unit notes
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,30,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Dead coral,,20,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,34,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Mushroom coral,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Mushroom coral,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Mushroom coral,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Encrusting,20,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Encrusting,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,80,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,46,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,34,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Mushroom coral,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,74,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,48,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Mushroom coral,20,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Submassive,44,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Mushroom coral,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,58,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Mushroom coral,24,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Digitate,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Nagtalula,10.44163889,119.8373056,semi-exposed,flat,fringing,back reef,2017,9,9,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,64,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Encrusting,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,78,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Soft coral,Soft coral,,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Sand,Sand,,322,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Sand,Sand,,94,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,24,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Dead coral,,38,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Other invertebrates,Sponge,,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,184,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,72,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,2,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Sand,Sand,,412,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,46,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,46,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Other invertebrates,Sponge,,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,102,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,34,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Encrusting,8,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,132,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Submassive,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,46,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,36,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,54,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,134,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Dead coral,,18,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,8,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Sand,Sand,,138,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,104,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,48,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,74,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Dead coral,,30,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,78,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,52,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Other invertebrates,Sponge,,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,28,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,32,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,68,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Other invertebrates,Sponge,,28,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Submassive,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Dead coral,,44,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Encrusting,46,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Sand,Sand,,74,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,48,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,40,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Submassive,50,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,52,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Sand,Sand,,176,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Massive,8,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Hard coral,Hard coral,Branching,62,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,200,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Rock,,42,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Bare substrate,Dead coral,,158,5000,,,
2017_Coastal Resource Monitoring,Philippines,Piawi Pt.,10.44080556,119.7711944,semi-exposed,flat,fringing,back reef,2017,9,8,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"John Martin Caligdong, Jesus Bream",Rubble,Rubble,,56,5000,,,
